         27262 function calls (26164 primitive calls) in 1.080 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:431(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\sklearn\feature_extraction\text.py:1150(__init__)
       66    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:52(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:170(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:69(close)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:799(iter_content)
       56    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:682(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1497(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:70(_is_internal_class)
        2    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:517(family)
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x000002198175D1C0}
       43    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:413(_splitnetloc)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:314(_is_owned)
       34    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\weakref.py:568(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        7    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:884(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:447(usesTime)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\request.py:189(body_to_chunks)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\_distutils_hack\__init__.py:102(find_spec)
        7    0.000    0.000    0.000    0.000 {built-in method blockCount}
        2    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_runtime.py:256(is_torch_available)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\widget_manager.py:144(is_dock_valid)
        1    0.000    0.000    0.000    0.000 {built-in method palette}
       29    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:334(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:164(host)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:244(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:222(set_seq2)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\models\auto\auto_factory.py:790(__contains__)
        9    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\menu_manager.py:16(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\timeout.py:172(from_float)
       42    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:291(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:305(find_longest_match)
        6    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\vault_manager.py:414(get_current_vault)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:892(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 {built-in method binascii.a2b_base64}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:121(pushlines)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\cursor_manager.py:27(get_current_cursor_pos)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1734(clear_expired_cookies)
       12    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:302(__exit__)
       22    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:168(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method index}
        3    0.000    0.000    0.000    0.000 {built-in method resize}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\cookies.py:358(update)
      4/2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:178(getwidth)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
       36    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:95(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:195(_new_message)
        5    0.000    0.000    0.000    0.000 {function CompEditor.resizeEvent at 0x00000219C8587B00}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\uuid.py:280(__str__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copy.py:191(_deepcopy_list)
       33    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\typing_extensions.py:2954(_has_generic_or_protocol_as_origin)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1064(_output)
       24    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:353(<genexpr>)
      2/1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        4    0.000    0.000    0.000    0.000 {method '__setstate__' of 'tokenizers.AddedToken' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setViewportMargins}
        5    0.000    0.000    0.000    0.000 {built-in method rect}
        5    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_runtime.py:73(_get_version)
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:261(get)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:98(closegroup)
       11    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1753(__iter__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:383(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setToolTip}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\ssl_.py:184(resolve_cert_reqs)
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:1303(ndiff)
        4    0.000    0.000    0.000    0.000 {built-in method setContentsMargins}
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\project_manager.py:200(get_projects)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_fast.py:226(vocab_size)
        7    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1152(_is_dunder)
        3    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:277(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:1180(name)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:856(_load_lines)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:672(unquote)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1276(__hash__)
        9    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 {built-in method setBackground}
       42    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\sessions.py:781(get_adapter)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:874(_removeHandlerRef)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1297(_cookie_attrs)
       18    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\file_download.py:828(_normalize_etag)
        3    0.000    0.000    0.000    0.000 {built-in method contentsRect}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        6    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:156(username)
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\queue.py:251(_put)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:997(raise_for_status)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:102(__setitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:636(unquote_unreserved)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 {built-in method pos}
        2    0.000    0.000    0.000    0.000 {built-in method setIcon}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:556(options)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:393(prepare_method)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_runtime.py:119(is_fastcore_available)
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:831(filter)
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:975(release)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\queue.py:248(_qsize)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\response.py:9(is_fp_closed)
        3    0.000    0.000    0.000    0.000 {built-in method geometry}
        9    0.000    0.000    0.000    0.000 {built-in method isFloating}
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:266(__chain_b)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:1483(current_thread)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\NITTY_GRITTY\ThreadTrackers.py:18(__init__)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 {built-in method setChecked}
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:312(_original_line)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:947(_wrap_ipv6)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:848(__len__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_token.py:48(_get_token_from_google_colab)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:129(getLevelName)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {built-in method pixmap}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        9    0.000    0.000    0.000    0.000 {built-in method parent}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\wait.py:82(_have_working_poll)
        2    0.000    0.000    0.000    0.000 {built-in method setDragDropMode}
        3    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:1079(closed)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1270(__eq__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\base64.py:34(_bytes_from_decode_data)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:958(urlencode)
       19    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:240(__next)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1196(__getattr__)
       10    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:403(retries)
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\_internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 {built-in method setStyleHint}
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:507(detach)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\hooks.py:15(default_hooks)
       13    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:176(append)
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:2021(basicConfig)
       78    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copy.py:172(_deepcopy_atomic)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\poolmanager.py:374(_merge_pool_kwargs)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\timeout.py:245(read_timeout)
        7    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 {built-in method update}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\_internal_utils.py:38(unicode_is_ascii)
        2    0.000    0.000    0.000    0.000 {method 'no_truncation' of 'tokenizers.Tokenizer' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:442(flush)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_runtime.py:247(is_tf_available)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\timeout.py:202(start_connect)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\file_download.py:964(repo_folder_name)
       14    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\multiprocessing\process.py:37(current_process)
        2    0.000    0.000    0.000    0.000 {method 'get_vocab_size' of 'tokenizers.Tokenizer' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:638(_display_width)
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\timeout.py:126(resolve_default_timeout)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1263(_encode_request)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:560(options)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:678(verify_mode)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\NITTY_GRITTY\database.py:97(__init__)
       35    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\vault_manager.py:509(get_vault_names)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\vault_manager.py:507(get_vault)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:331(set_payload)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\process_manager.py:46(get_running_processes)
       24    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\inspect.py:3079(parameters)
       14    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:491(_decref_socketios)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 {built-in method setProperty}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1411(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:175(port)
        4    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_runtime.py:101(is_fastai_available)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\contextlib.py:567(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:449(_uniq)
       13    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       22    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method installEventFilter}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1290(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\vault_manager.py:397(get_vaults)
        2    0.000    0.000    0.000    0.000 {built-in method widget}
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'winreg.PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\hooks.py:22(dispatch_hook)
       38    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\adapters.py:140(__init__)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\action_handlers.py:8(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\linecache.py:52(checkcache)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:193(_userinfo)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:208(_pop_message)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:570(hostname_checks_common_name)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:986(_find_data_repr_)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:274(__len__)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\vault_manager.py:315(get_current_vault_path)
        9    0.000    0.000    0.000    0.000 {built-in method isVisible}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:211(is_multipart)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\structures.py:60(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\file_download.py:1929(_int_or_none)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_base.py:1052(eos_token)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:231(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:211(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 {built-in method count}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:383(getMessage)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setCurrentIndex}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\typing_extensions.py:2976(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 {built-in method currentWidget}
        2    0.000    0.000    0.000    0.000 {built-in method setDragEnabled}
        8    0.000    0.000    0.000    0.000 {method 'co_positions' of 'code' objects}
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\json\encoder.py:105(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1276(_validate_path)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\json\encoder.py:260(_make_iterencode)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1267(_validate_method)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:523(type)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:733(readable)
        3    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\file_manager.py:12(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        8    0.000    0.000    0.000    0.000 {built-in method height}
        9    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:453(isclosed)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\utils\hub.py:83(is_offline_mode)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:265(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method setAlpha}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method contains}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\editor_manager.py:28(__init__)
